ProductNames,DateTime
"Acer 27"" 1440p WQHD 170Hz 2ms GTG IPS LED FreeSync Gaming Monitor (XV272U Vbmiiprzx) - Black",2022-01-15 19:54:56.949481
"LG UltraFine 27"" 4K Ultra HD 60Hz 5ms GTG IPS LED FreeSync Gaming Monitor (27UP650-W) - White",2022-01-15 19:54:56.949481
"Asus 28"" 4K Ultra HD 5ms GTG IPS LCD FreeSync Gaming Monitor (VG289Q) - Black",2022-01-15 19:54:56.949481
"Acer Nitro 27"" 1440p WQHD 144Hz 1ms GTG IPS LED FreeSync Gaming Monitor (VG270U) - Black",2022-01-15 19:54:56.949481
BenQ 28” 4K UHD 1ms GTG HDR10 FreeSync Gaming Monitor (EL2870U) - Metallic Grey,2022-01-15 19:54:56.949481
"Asus 28"" 4K Ultra HD 5ms GTG IPS LCD FreeSync Gaming Monitor (VG289Q) - Black - Open Box",2022-01-15 19:54:56.949481
